Stock,Transaction,Politician,Party,Chamber,Amount,Traded,Filed
CI,Purchase,Ro Khanna,D,House,"$15,001 - $50,000",2026-01-29,2026-02-06 00:00:00
CSGP,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
AMI,Purchase,Kelly Morrison,D,House,"$15,001 - $50,000",2026-01-29,2026-02-12 00:00:00
CVNA,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
DASH,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
FDS,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
FDS,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
FDS,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
EVRG,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
ESS,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
ERIE,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
EFX,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
ED,Purchase,Ro Khanna,D,House,"$15,001 - $50,000",2026-01-29,2026-02-06 00:00:00
EA,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
DXCM,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
DRI,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
DPZ,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
DLR,Purchase,Ro Khanna,D,House,"$15,001 - $50,000",2026-01-29,2026-02-06 00:00:00
DHI,Purchase,Ro Khanna,D,House,"$15,001 - $50,000",2026-01-29,2026-02-06 00:00:00
DGX,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
DE,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
AXP,Purchase,Ro Khanna,D,House,"$15,001 - $50,000",2026-01-29,2026-02-06 00:00:00
BAX,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
CDNS,Purchase,Ro Khanna,D,House,"$15,001 - $50,000",2026-01-29,2026-02-06 00:00:00
FICO,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
APP,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
AVY,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
AMAT,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
SLND,Purchase,Michael T. McCaul,R,House,"$50,001 - $100,000",2026-01-29,2026-02-11 00:00:00
PSTG,Purchase,Michael T. McCaul,R,House,"$15,001 - $50,000",2026-01-29,2026-02-11 00:00:00
ARES,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
AAM-PA,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
AEE,Purchase,Ro Khanna,D,House,"$15,001 - $50,000",2026-01-29,2026-02-06 00:00:00
AVGO,Purchase,Ro Khanna,D,House,"$15,001 - $50,000",2026-01-29,2026-02-06 00:00:00
AEP,Purchase,Ro Khanna,D,House,"$15,001 - $50,000",2026-01-29,2026-02-06 00:00:00
AJG,Purchase,Ro Khanna,D,House,"$15,001 - $50,000",2026-01-29,2026-02-06 00:00:00
ALL,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-29,2026-02-06 00:00:00
NSIT,Purchase,Michael T. McCaul,R,House,"$15,001 - $50,000",2026-01-28,2026-02-11 00:00:00
MELI,Purchase,Michael T. McCaul,R,House,"$1,001 - $15,000",2026-01-26,2026-02-11 00:00:00
ADI,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
ACGL,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
DHI,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
DASH,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
DDOG,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
DE,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
DRI,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
EFX,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
EMR,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
EQIX,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
FAST,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
FB,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
COF,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
AXP,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
AMP,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
CHTR,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
BBY,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
BDX,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
AVGO,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
ARES,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
BMY,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
CARR,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
AMT,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
CAT,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
CBRE,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
ABBV,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-23,2026-02-06 00:00:00
AMZN,Purchase,Ro Khanna,D,House,"$15,001 - $50,000",2026-01-23,2026-02-06 00:00:00
MSFT,Purchase,John McGuire,R,House,"$1,001 - $15,000",2026-01-21,2026-02-10 00:00:00
BKDT,Purchase,Michael T. McCaul,R,House,"$15,001 - $50,000",2026-01-21,2026-02-11 00:00:00
BKDT,Purchase,Michael T. McCaul,R,House,"$15,001 - $50,000",2026-01-21,2026-02-11 00:00:00
FCN,Purchase,Michael T. McCaul,R,House,"$100,001 - $250,000",2026-01-21,2026-02-11 00:00:00
BKDT,Purchase,Michael T. McCaul,R,House,"$1,001 - $15,000",2026-01-21,2026-02-11 00:00:00
UBER,Purchase,John W. Hickenlooper,D,Senate,"$100,001 - $250,000",2026-01-14,2026-02-06 15:19:00
ETN,Purchase,John W. Hickenlooper,D,Senate,"$50,001 - $100,000",2026-01-14,2026-02-06 15:19:00
CMCSA,Purchase,Michael T. McCaul,R,House,"$1,001 - $15,000",2026-01-13,2026-02-11 00:00:00
BR,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-13,2026-02-06 00:00:00
IFF,Purchase,Michael T. McCaul,R,House,"$100,001 - $250,000",2026-01-13,2026-02-11 00:00:00
CMCSA,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-13,2026-02-06 00:00:00
CTAS,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-13,2026-02-06 00:00:00
EXR,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-13,2026-02-06 00:00:00
APD,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-13,2026-02-06 00:00:00
AMT,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-13,2026-02-06 00:00:00
BAX,Purchase,Michael T. McCaul,R,House,"$50,001 - $100,000",2026-01-13,2026-02-11 00:00:00
FI,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-13,2026-02-06 00:00:00
MELI,Purchase,Michael T. McCaul,R,House,"$15,001 - $50,000",2026-01-13,2026-02-11 00:00:00
BRO,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-13,2026-02-06 00:00:00
CI,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-13,2026-02-06 00:00:00
SAP,Purchase,Michael T. McCaul,R,House,"$1,001 - $15,000",2026-01-13,2026-02-11 00:00:00
CL,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-13,2026-02-06 00:00:00
CPRT,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-13,2026-02-06 00:00:00
GPC,Purchase,Michael T. McCaul,R,House,"$15,001 - $50,000",2026-01-08,2026-02-11 00:00:00
CRYPTO:BTC,Purchase,Byron Donalds,R,House,"$1,001 - $15,000",2026-01-08,2026-02-12 00:00:00
CCI,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-06,2026-02-06 00:00:00
CTVA,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-06,2026-02-06 00:00:00
CVNA,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-06,2026-02-06 00:00:00
CHD,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-06,2026-02-06 00:00:00
COIN,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-06,2026-02-06 00:00:00
DDOG,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-06,2026-02-06 00:00:00
CARR,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-06,2026-02-06 00:00:00
EQR,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-06,2026-02-06 00:00:00
COST,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-06,2026-02-06 00:00:00
CPRT,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-06,2026-02-06 00:00:00
DLR,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-06,2026-02-06 00:00:00
DOW,Purchase,Ro Khanna,D,House,"$1,001 - $15,000",2026-01-06,2026-02-06 00:00:00
DIS,Purchase,Ro Khanna,D,House,"$15,001 - $50,000",2026-01-06,2026-02-06 00:00:00
VRNG,Purchase,Michael T. McCaul,R,House,"$1,001 - $15,000",2026-01-02,2026-02-11 00:00:00
